=== /Users/shashanksaxena/Downloads/ASG Edge Plus Draft Feature List V1.xlsx ===
Sheets: ['ASG Edge Plus Modules', 'ASG Edge Plus Features', 'List of BRDs ', 'Pain points User Persona Wise', 'EdgePlusFields', 'FieldArchive', 'ExistingModules', 'ExistingNeededModules', 'ExistingGlobalFields', 'NeededGlobalFields', 'ExistingFirmFields', 'NeededFirmFields', 'Abbreviation', 'ASG Wishlist']


##### SHEET: ASG Edge Plus Modules #####
Work Area Number	Feature ID	Module	Sub Module	Pages	Sub Pages	Actions	Taazaa Remarks	ASG Remarks	Final Action
			Contract.CurrentPeriodBaseRent	Current Period Base Rent	False	The base rent of the current period without taxes. If your fiscal calendar has not been configured, then the system returns the current calendar month's base rent without taxes.	The base rent of the current period without taxes. If your fiscal calendar has not been configured, then the system returns the current calendar month's base rent without taxes.
			Contract.CurrentPeriodTotalRent	Current Period Total Rent	False	The total rent of the current period without taxes. If your fiscal calendar has not been configured, then the system returns the current calendar month's total rent without taxes.	The total rent of the current period without taxes. If your fiscal calendar has not been configured, then the system returns the current calendar month's total rent without taxes.
			Contract.FifthFiscalYearBaseRent	Fifth Fiscal Year Base Rent	False	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the fiscal year four years after the current year.	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the fiscal year four years after the current year.
			Contract.FifthFiscalYearTotalRent	Fifth Fiscal Year Total Rent	False	This is a reporting field. The total base rent without tax for the fiscal year four years after the current year.	This is a reporting field. The total base rent without tax for the fiscal year four years after the current year.
			Contract.FourthFiscalYearBaseRent	Fourth Fiscal Year Base Rent	False	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the fiscal year three years after the current year.	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the fiscal year three years after the current year.
			Contract.FourthFiscalYearTotalRent	Fourth Fiscal Year Total Rent	False	This is a reporting field. The total base rent without tax for the fiscal year three years after the current year.	This is a reporting field. The total base rent without tax for the fiscal year three years after the current year.
			Contract.NextFiscalYearBaseRent	Next Fiscal Year Base Rent	False	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the next fiscal year.	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the next fiscal year.
			Contract.NextFiscalYearTotalRent	Next Fiscal Year Total Rent	False	This is a reporting field. The total base rent without tax for the next fiscal year.	This is a reporting field. The total base rent without tax for the next fiscal year.
			Contract.RemainingFiscalObligationBaseRent	Remaining Base Rent Obligation(Fiscal Year)	False	The remaining base rent without tax from the next period to the last period of the current fiscal year where the expense category is either "Rent" or "Lease Payment".	The remaining base rent without tax from the next period to the last period of the current fiscal year where the expense category is either "Rent" or "Lease Payment".
			Contract.RemainingFiscalObligationTotalRent	Remaining Total Rent Obligation(Fiscal Year)	False	The remaining total rent without tax from the next period to the end period for the current fiscal year.	The remaining total rent without tax from the next period to the end period for the current fiscal year.
			Contract.SixthFiscalYearBaseRent	Sixth Fiscal Year Base Rent	False	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the fiscal year five years after the current year.	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the fiscal year five years after the current year.
			Contract.SixthFiscalYearTotalRent	Sixth Fiscal Year Total Rent	False	This is a reporting field. The total base rent without tax for the fiscal year five years after the current year.	This is a reporting field. The total base rent without tax for the fiscal year five years after the current year.
			Contract.ThirdFiscalYearBaseRent	Third Fiscal Year Base Rent	False	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the fiscal year two years after the current year.	This is a reporting field. The total base rent without tax where the expense category is either "Rent" or "Lease Payment" for the fiscal year two years after the current year.
			Contract.ThirdFiscalYearTotalRent	Third Fiscal Year Total Rent	False	This is a reporting field. The total base rent without tax for the fiscal year two years after the current year.	This is a reporting field. The total base rent without tax for the fiscal year two years after the current year.
		Financial - Fiscal w/ Tax					
			Contract.BeyondFifthFiscalYearBaseRentWithTax	Beyond Fifth Fiscal Year Base Rent w/ Tax	False	This is a reporting field. This field sums the total base rent with tax where the expense category is either "Rent" or "Lease Payment" for each fiscal year past four years after the current year.	This is a reporting field. This field sums the total base rent with tax where the expense category is either "Rent" or "Lease Payment" for each fiscal year past four years after the current year.
			Contract.BeyondFifthFiscalYearTotalRentWithTax	Beyond Fifth Fiscal Year Total Rent w/ Tax	False	This is a reporting field. This field sums the total base rent with tax for each fiscal year past four years after the current year.	This is a reporting field. This field sums the total base rent with tax for each fiscal year past four years after the current year.
